Sentence #,text,word,tag
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",interpersonal,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",violence,base
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",by 4%,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",intergroup,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",conflict,base
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",by 14%,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",IMPLIED_BASE,base
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",have,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",better,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",medicine,base
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",which,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",lowers,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",risk,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",disease,base
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",travel,base
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",more,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",which,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",increases,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",spread,O
Sentence 55,"Over the past century, we have become better at medicine (which lowers the risk from disease) but we also travel more (which increases the spread of diseases). IMPLIED_BASE IMPLIED_BASE",diseases,base
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",disruptive,O
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",hurricanes,base
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",have,O
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",contributed,O
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",this year,O
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",exceptionally,O
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",high,O
Sentence 56,"Scientists say a combination of factors, including disruptive hurricanes, have contributed to this year’s exceptionally high tides. IMPLIED_BASE IMPLIED_BASE",tides,base
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",DoD,O
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",major military installations,O
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",in the U.S.,O
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",were,O
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",worsening,O
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",risk,O
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",flooding,base
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",drought,base
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",wildfires,base
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",driven by,O
Sentence 57,"A report released this January by DoD found that of the 79 major military installations in the U.S. that were examined, the majority were at a worsening risk of flooding, drought, wildfires and other hazards driven by climate change. IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",suicide,base
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",rates,O
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",natural disasters,base
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",are,O
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",frequent,O
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",severe,O
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",due to,O
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 58,,climate change,O
Sentence 58,"""The study is not the first to point out a link between suicide rates and natural disasters—the latter of which are growing more frequent and severe due to climate change. IMPLIED_BASE IMPLIED_BASE",more,O
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,extreme,O
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,rainfall,base
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,can,O
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,bad for,O
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,crops,base
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,drought,base
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,intense,O
Sentence 59,One recently published study found that extreme rainfall can be just as bad for crops as drought or intense heat. IMPLIED_BASE IMPLIED_BASE,heat,base
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",As,O
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",heatwaves,base
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",have,O
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",increased,O
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",kelp,O
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",forests,base
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",seagrass,O
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",meadows,base
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",coral,O
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",reefs,base
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",have,O
Sentence 60,"As heatwaves have increased, kelp forests, seagrass meadows and coral reefs have been lost. IMPLIED_BASE IMPLIED_BASE",lost,O
